state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,Predicted total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
MD,79,415,358-4412,no,yes,17,,,,,,,,,,,,,,,
MS,76,408,368-8972,no,no,0,,,,,,,,,,,,,,,
WA,111,510,407-9841,no,no,0,,,,,,,,,,,,,,,
OH,94,415,393-5208,no,no,0,,,,,,,,,,,,,,,
RI,143,408,332-2889,no,no,0,,,,,,,,,,,,,,,
AR,109,510,374-5530,no,no,0,,,,,,,,,,,,,,,
AZ,138,415,332-3381,no,no,0,,,,,,,,,,,,,,,
SC,73,415,344-9347,no,no,0,,,,,,,,,,,,,,,
KY,21,415,412-1991,no,no,0,,,,,,,,,,,,,,,
AL,148,415,393-4528,no,yes,21,,,,,,,,,,,,,,,
NE,103,408,347-2378,no,no,0,,,,,,,,,,,,,,,
MT,143,408,385-2699,no,yes,22,,,,,,,,,,,,,,,
MN,79,408,383-4319,no,yes,32,,,,,,,,,,,,,,,
NV,89,415,352-7915,no,no,0,,,,,,,,,,,,,,,
CA,120,415,375-5547,no,no,0,,,,,,,,,,,,,,,
UT,121,415,337-2348,no,yes,41,,,,,,,,,,,,,,,
IL,101,415,342-8702,no,no,0,,,,,,,,,,,,,,,
DC,115,408,393-5802,no,no,0,,,,,,,,,,,,,,,
IN,168,415,384-2219,no,no,0,,,,,,,,,,,,,,,
NM,90,415,347-6164,no,no,0,,,,,,,,,,,,,,,
MS,70,510,376-9940,no,no,0,,,,,,,,,,,,,,,
VT,138,415,354-4352,no,no,0,,,,,,,,,,,,,,,
VT,43,408,331-8713,no,no,0,,,,,,,,,,,,,,,
UT,117,510,341-3663,no,yes,20,,,,,,,,,,,,,,,
KY,108,408,376-4665,no,no,0,,,,,,,,,,,,,,,
VA,118,408,421-9034,no,no,0,,,,,,,,,,,,,,,
OH,169,408,401-5169,no,no,0,,,,,,,,,,,,,,,
AZ,62,408,370-8262,no,yes,42,,,,,,,,,,,,,,,
NY,86,510,387-2041,no,no,0,,,,,,,,,,,,,,,
VA,44,408,356-4146,no,no,0,,,,,,,,,,,,,,,
MD,111,510,372-8883,no,no,0,,,,,,,,,,,,,,,
MA,127,510,336-1880,no,yes,19,,,,,,,,,,,,,,,
IL,151,415,347-5843,yes,no,0,,,,,,,,,,,,,,,
LA,53,415,370-8023,no,no,0,,,,,,,,,,,,,,,
MO,15,415,417-9814,no,no,0,,,,,,,,,,,,,,,
DC,123,408,387-3422,no,yes,28,,,,,,,,,,,,,,,
PA,137,415,365-1664,no,no,0,,,,,,,,,,,,,,,
TN,106,415,367-2436,no,no,0,,,,,,,,,,,,,,,
NJ,88,510,344-6258,no,no,0,,,,,,,,,,,,,,,
VA,106,415,353-8928,no,no,0,,,,,,,,,,,,,,,
TN,95,510,365-7784,no,no,0,,,,,,,,,,,,,,,
NJ,57,510,330-2635,yes,no,0,,,,,,,,,,,,,,,
WA,184,408,344-3131,no,no,0,,,,,,,,,,,,,,,
AR,109,510,378-4294,no,no,0,,,,,,,,,,,,,,,
WI,127,415,343-9365,no,no,0,,,,,,,,,,,,,,,
WA,82,510,362-5579,no,no,0,,,,,,,,,,,,,,,
RI,180,415,366-7616,no,no,0,,,,,,,,,,,,,,,
ME,174,415,397-2870,no,no,0,,,,,,,,,,,,,,,
CO,92,415,408-3262,no,no,0,,,,,,,,,,,,,,,
CO,81,408,372-9091,no,no,0,,,,,,,,,,,,,,,
RI,125,408,410-3159,no,no,0,,,,,,,,,,,,,,,
CT,119,408,344-5181,no,no,0,,,,,,,,,,,,,,,
NC,122,415,396-8662,no,no,0,,,,,,,,,,,,,,,
WY,34,408,339-6446,no,no,0,,,,,,,,,,,,,,,
OR,138,415,384-7236,yes,yes,28,,,,,,,,,,,,,,,
FL,90,415,353-5257,no,yes,24,,,,,,,,,,,,,,,
KY,73,408,369-7295,no,no,0,,,,,,,,,,,,,,,
SC,19,510,408-5322,no,no,0,,,,,,,,,,,,,,,
WA,120,408,344-9620,no,yes,28,,,,,,,,,,,,,,,
MT,160,415,329-8436,no,no,0,,,,,,,,,,,,,,,
PA,141,510,414-6739,no,no,0,,,,,,,,,,,,,,,
MA,90,408,406-1730,no,no,0,,,,,,,,,,,,,,,
VT,72,415,336-9327,no,no,0,,,,,,,,,,,,,,,
MN,117,408,378-7418,no,yes,21,,,,,,,,,,,,,,,
IL,79,408,412-6019,yes,no,0,,,,,,,,,,,,,,,
AR,87,408,390-4789,no,no,0,,,,,,,,,,,,,,,
MD,102,415,386-9774,no,no,0,,,,,,,,,,,,,,,
MT,49,408,353-8970,no,no,0,,,,,,,,,,,,,,,
VT,67,408,410-5370,no,no,0,,,,,,,,,,,,,,,
CO,107,415,404-4421,no,no,0,,,,,,,,,,,,,,,
NC,190,408,409-3353,no,no,0,,,,,,,,,,,,,,,
WA,118,510,422-2571,no,no,0,,,,,,,,,,,,,,,
TN,120,415,412-3404,no,no,0,,,,,,,,,,,,,,,
AR,94,408,333-2964,no,no,0,,,,,,,,,,,,,,,
DC,115,510,406-6669,no,yes,29,,,,,,,,,,,,,,,
MN,61,415,409-8802,no,no,0,,,,,,,,,,,,,,,
IA,143,510,354-6183,no,yes,33,,,,,,,,,,,,,,,
KS,110,510,354-2434,no,no,0,,,,,,,,,,,,,,,
ND,104,415,389-7620,no,no,0,,,,,,,,,,,,,,,
MT,16,510,338-1724,no,no,0,,,,,,,,,,,,,,,
IL,183,510,399-1750,no,no,0,,,,,,,,,,,,,,,
DC,147,408,354-8914,no,no,0,,,,,,,,,,,,,,,
KY,58,415,409-2983,no,no,0,,,,,,,,,,,,,,,
MS,102,510,329-9689,yes,no,0,,,,,,,,,,,,,,,
TN,123,415,337-8950,no,no,0,,,,,,,,,,,,,,,
IA,64,415,374-1836,no,yes,43,,,,,,,,,,,,,,,
AK,103,510,359-9454,no,no,0,,,,,,,,,,,,,,,
MN,152,415,378-9542,no,no,0,,,,,,,,,,,,,,,
WV,124,415,344-1970,no,no,0,,,,,,,,,,,,,,,
OR,97,415,417-2774,no,no,0,,,,,,,,,,,,,,,
MS,131,415,333-9002,no,no,0,,,,,,,,,,,,,,,
ME,57,415,369-8576,no,yes,33,,,,,,,,,,,,,,,
MN,157,510,372-6920,no,no,0,,,,,,,,,,,,,,,
GA,194,510,333-6575,no,no,0,,,,,,,,,,,,,,,
DC,66,415,410-1190,no,no,0,,,,,,,,,,,,,,,
GA,155,510,376-1641,no,no,0,,,,,,,,,,,,,,,
NY,123,415,329-6731,no,no,0,,,,,,,,,,,,,,,
OK,116,510,393-3976,no,no,0,,,,,,,,,,,,,,,
OK,63,415,388-7355,no,no,0,,,,,,,,,,,,,,,
GA,64,510,412-7791,no,no,0,,,,,,,,,,,,,,,
NJ,96,510,368-6111,no,no,0,,,,,,,,,,,,,,,
MN,53,415,401-9420,no,no,0,,,,,,,,,,,,,,,
ME,105,510,352-5750,no,no,0,,,,,,,,,,,,,,,
MI,53,510,417-3702,no,yes,37,,,,,,,,,,,,,,,
MT,101,415,353-5714,no,no,0,,,,,,,,,,,,,,,
NE,129,510,409-9494,no,yes,30,,,,,,,,,,,,,,,
ND,122,408,395-1901,no,no,0,,,,,,,,,,,,,,,
VA,163,415,378-8342,no,no,0,,,,,,,,,,,,,,,
VT,93,408,417-6044,no,no,0,,,,,,,,,,,,,,,
OH,115,510,348-1163,yes,no,0,,,,,,,,,,,,,,,
AL,25,408,337-4600,no,no,0,,,,,,,,,,,,,,,
DC,73,408,355-5922,no,no,0,,,,,,,,,,,,,,,
ND,120,415,369-5810,no,no,0,,,,,,,,,,,,,,,
TN,196,415,340-8291,no,no,0,,,,,,,,,,,,,,,
DE,97,510,354-7397,no,no,0,,,,,,,,,,,,,,,
NY,148,408,407-7464,no,no,0,,,,,,,,,,,,,,,
AL,85,408,386-6411,no,yes,30,,,,,,,,,,,,,,,
OK,86,510,397-3746,yes,no,0,,,,,,,,,,,,,,,
MS,78,415,410-5236,no,yes,13,,,,,,,,,,,,,,,
MD,106,415,409-2412,no,no,0,,,,,,,,,,,,,,,
NE,147,415,400-7280,no,yes,38,,,,,,,,,,,,,,,
AR,145,415,332-5820,no,no,0,,,,,,,,,,,,,,,
IL,91,415,373-4483,no,no,0,,,,,,,,,,,,,,,
IN,81,408,347-6717,no,yes,46,,,,,,,,,,,,,,,
UT,116,415,380-2929,no,yes,24,,,,,,,,,,,,,,,
LA,69,415,420-7692,no,yes,37,,,,,,,,,,,,,,,
ID,135,510,380-6437,no,no,0,,,,,,,,,,,,,,,
KY,73,510,377-8309,no,no,0,,,,,,,,,,,,,,,
MI,48,415,407-2718,no,no,0,,,,,,,,,,,,,,,
NH,125,415,357-1938,yes,no,0,,,,,,,,,,,,,,,
WV,100,415,381-3735,no,no,0,,,,,,,,,,,,,,,
OR,165,415,409-8453,no,yes,33,,,,,,,,,,,,,,,
SD,64,415,395-6758,no,no,0,,,,,,,,,,,,,,,
MD,116,510,399-5424,yes,yes,27,,,,,,,,,,,,,,,
ND,147,408,409-4671,yes,yes,35,,,,,,,,,,,,,,,
TN,115,415,374-6525,no,no,0,,,,,,,,,,,,,,,
MO,84,415,406-8665,no,yes,35,,,,,,,,,,,,,,,
IL,86,510,342-7716,no,yes,16,,,,,,,,,,,,,,,
UT,134,415,417-2221,no,no,0,,,,,,,,,,,,,,,
MI,105,415,376-5213,no,no,0,,,,,,,,,,,,,,,
AR,88,408,348-7448,no,no,0,,,,,,,,,,,,,,,
TX,90,408,328-8179,no,yes,27,,,,,,,,,,,,,,,
AK,86,408,389-4602,no,no,0,,,,,,,,,,,,,,,
TN,37,415,413-2238,no,no,0,,,,,,,,,,,,,,,
NH,141,415,402-3370,no,yes,32,,,,,,,,,,,,,,,
NM,148,408,348-6008,no,no,0,,,,,,,,,,,,,,,
MN,163,408,371-5655,no,yes,22,,,,,,,,,,,,,,,
IA,89,415,374-5224,no,yes,35,,,,,,,,,,,,,,,
RI,63,415,371-1187,no,no,0,,,,,,,,,,,,,,,
AL,102,415,337-1100,no,no,0,,,,,,,,,,,,,,,
NC,76,510,421-8141,no,no,0,,,,,,,,,,,,,,,
SD,104,408,406-2678,no,no,0,,,,,,,,,,,,,,,
MT,109,510,415-9649,no,no,0,,,,,,,,,,,,,,,
HI,105,510,364-8128,no,no,0,,,,,,,,,,,,,,,
MT,63,415,356-7817,no,yes,33,,,,,,,,,,,,,,,
KY,105,415,404-6357,no,yes,24,,,,,,,,,,,,,,,
DC,68,415,398-2138,yes,yes,39,,,,,,,,,,,,,,,
CO,63,408,378-8029,yes,yes,21,,,,,,,,,,,,,,,
MI,74,415,386-4215,no,no,0,,,,,,,,,,,,,,,
AL,76,415,367-8156,no,no,0,,,,,,,,,,,,,,,
KS,91,408,382-8079,yes,no,0,,,,,,,,,,,,,,,
NC,101,415,354-2985,no,no,0,,,,,,,,,,,,,,,
SC,116,408,373-6922,no,no,0,,,,,,,,,,,,,,,
CO,131,415,397-7125,no,yes,23,,,,,,,,,,,,,,,
MN,84,415,333-6296,no,no,0,,,,,,,,,,,,,,,
WY,104,415,365-6022,no,no,0,,,,,,,,,,,,,,,
FL,108,510,365-1688,no,no,0,,,,,,,,,,,,,,,
NY,111,415,382-4872,no,no,0,,,,,,,,,,,,,,,
OK,155,408,367-6136,no,yes,30,,,,,,,,,,,,,,,
ME,66,510,404-3592,no,no,0,,,,,,,,,,,,,,,
NE,64,510,415-2949,no,no,0,,,,,,,,,,,,,,,
OH,69,415,375-8880,no,no,0,,,,,,,,,,,,,,,
CT,116,415,335-6832,no,no,0,,,,,,,,,,,,,,,
DC,101,415,361-8367,no,no,0,,,,,,,,,,,,,,,
OK,15,415,408-2002,no,no,0,,,,,,,,,,,,,,,
NJ,88,415,347-8659,no,no,0,,,,,,,,,,,,,,,
IA,197,415,376-2922,no,no,0,,,,,,,,,,,,,,,
VA,50,415,382-2182,yes,no,0,,,,,,,,,,,,,,,
VA,172,510,408-2089,no,no,0,,,,,,,,,,,,,,,
NM,188,415,369-6890,yes,yes,26,,,,,,,,,,,,,,,
FL,85,408,347-2951,yes,no,0,,,,,,,,,,,,,,,
RI,103,510,420-6324,yes,no,0,,,,,,,,,,,,,,,
NJ,136,408,402-7650,no,yes,27,,,,,,,,,,,,,,,
NE,155,408,391-2702,no,yes,21,,,,,,,,,,,,,,,
WV,145,415,383-3375,no,no,0,,,,,,,,,,,,,,,
WY,116,510,392-2733,no,yes,12,,,,,,,,,,,,,,,
SC,152,408,397-9933,no,no,0,,,,,,,,,,,,,,,
MS,65,415,383-9306,yes,no,0,,,,,,,,,,,,,,,
ND,180,415,369-1929,no,no,0,,,,,,,,,,,,,,,
IL,67,415,369-4377,no,no,0,,,,,,,,,,,,,,,
OR,60,415,366-9430,no,no,0,,,,,,,,,,,,,,,
UT,138,510,353-7407,no,no,0,,,,,,,,,,,,,,,
IA,44,415,359-7426,no,no,0,,,,,,,,,,,,,,,
ME,25,510,332-7391,no,no,0,,,,,,,,,,,,,,,
WY,145,408,405-6559,no,no,0,,,,,,,,,,,,,,,
WI,122,510,338-8784,no,yes,28,,,,,,,,,,,,,,,
SC,121,415,415-6347,no,no,0,,,,,,,,,,,,,,,
DC,55,510,354-5058,yes,no,0,,,,,,,,,,,,,,,
CT,77,415,342-5701,no,no,0,,,,,,,,,,,,,,,
OR,12,415,378-4179,no,no,0,,,,,,,,,,,,,,,
OR,64,510,407-6391,no,no,0,,,,,,,,,,,,,,,
NV,92,415,404-3105,no,yes,44,,,,,,,,,,,,,,,
MN,125,415,390-9735,yes,yes,29,,,,,,,,,,,,,,,
OK,160,408,350-4820,no,no,0,,,,,,,,,,,,,,,
KS,79,415,383-8807,no,no,0,,,,,,,,,,,,,,,
RI,36,415,366-8382,no,no,0,,,,,,,,,,,,,,,
DC,102,415,402-9704,no,no,0,,,,,,,,,,,,,,,
IL,138,408,405-2209,yes,no,0,,,,,,,,,,,,,,,
UT,164,510,397-3939,no,no,0,,,,,,,,,,,,,,,
MN,125,415,343-2689,no,no,0,,,,,,,,,,,,,,,
WI,72,408,383-9448,no,no,0,,,,,,,,,,,,,,,
MI,74,415,359-6232,no,no,0,,,,,,,,,,,,,,,
MI,134,415,369-9772,no,yes,41,,,,,,,,,,,,,,,
MA,145,415,381-7003,no,no,0,,,,,,,,,,,,,,,
AL,136,510,352-6732,no,no,0,,,,,,,,,,,,,,,
SC,209,510,388-7540,no,no,0,,,,,,,,,,,,,,,
WI,66,415,356-3333,yes,no,0,,,,,,,,,,,,,,,
VT,152,510,333-9664,no,yes,20,,,,,,,,,,,,,,,
CT,162,408,363-3763,no,no,0,,,,,,,,,,,,,,,
OR,72,510,345-7900,no,no,0,,,,,,,,,,,,,,,
HI,101,415,400-5511,no,no,0,,,,,,,,,,,,,,,
WV,125,415,381-7597,no,no,0,,,,,,,,,,,,,,,
RI,46,408,404-9775,no,no,0,,,,,,,,,,,,,,,
MI,132,408,389-4608,no,no,0,,,,,,,,,,,,,,,
ME,193,415,403-1742,no,yes,31,,,,,,,,,,,,,,,
WV,63,510,328-9797,no,no,0,,,,,,,,,,,,,,,
NE,124,510,359-9223,no,no,0,,,,,,,,,,,,,,,
DC,144,415,336-7696,no,no,0,,,,,,,,,,,,,,,
NH,116,408,369-2214,no,yes,24,,,,,,,,,,,,,,,
MD,189,415,411-1325,no,yes,30,,,,,,,,,,,,,,,
NH,97,408,410-7553,no,yes,28,,,,,,,,,,,,,,,
WV,137,510,376-4284,no,yes,50,,,,,,,,,,,,,,,
IL,142,415,334-2800,no,yes,38,,,,,,,,,,,,,,,
OK,84,510,369-1904,no,no,0,,,,,,,,,,,,,,,
NH,119,415,359-3833,no,yes,19,,,,,,,,,,,,,,,
MI,158,415,348-5569,no,no,0,,,,,,,,,,,,,,,
ND,50,415,342-1960,no,no,0,,,,,,,,,,,,,,,
LA,98,408,352-9050,no,no,0,,,,,,,,,,,,,,,
HI,101,415,390-5316,no,yes,24,,,,,,,,,,,,,,,
NJ,182,415,418-8568,no,no,0,,,,,,,,,,,,,,,
WV,51,408,401-4844,no,no,0,,,,,,,,,,,,,,,
NC,117,510,376-5471,no,no,0,,,,,,,,,,,,,,,
PA,92,415,409-2917,yes,no,0,,,,,,,,,,,,,,,
MI,86,408,369-6308,no,no,0,,,,,,,,,,,,,,,
WY,122,415,357-7385,no,no,0,,,,,,,,,,,,,,,
NJ,156,408,405-7119,no,yes,27,,,,,,,,,,,,,,,
NJ,127,510,405-3309,no,no,0,,,,,,,,,,,,,,,
NC,130,408,384-4938,yes,no,0,,,,,,,,,,,,,,,
NM,158,408,377-2725,no,no,0,,,,,,,,,,,,,,,
MS,145,510,405-6398,yes,yes,30,,,,,,,,,,,,,,,
TX,90,415,355-9366,yes,yes,26,,,,,,,,,,,,,,,
OK,127,510,403-1128,no,yes,27,,,,,,,,,,,,,,,
ID,109,415,384-9682,no,no,0,,,,,,,,,,,,,,,
AL,88,415,352-5393,no,no,0,,,,,,,,,,,,,,,
WY,101,510,395-1229,no,yes,9,,,,,,,,,,,,,,,
HI,171,510,361-9195,no,no,0,,,,,,,,,,,,,,,
VA,21,415,351-6366,no,no,0,,,,,,,,,,,,,,,
WV,145,408,346-4919,no,yes,31,,,,,,,,,,,,,,,
DE,90,415,354-9068,no,no,0,,,,,,,,,,,,,,,
CA,33,408,369-2743,no,no,0,,,,,,,,,,,,,,,
PA,61,408,343-1347,no,yes,40,,,,,,,,,,,,,,,
CO,107,415,336-5495,no,no,0,,,,,,,,,,,,,,,
MD,147,408,376-4292,no,no,0,,,,,,,,,,,,,,,
AL,117,510,391-8677,no,no,0,,,,,,,,,,,,,,,
AL,95,415,350-7273,no,no,0,,,,,,,,,,,,,,,
KS,186,510,400-6454,no,no,0,,,,,,,,,,,,,,,
MI,128,415,422-3052,no,no,0,,,,,,,,,,,,,,,
AK,55,408,365-6756,no,yes,39,,,,,,,,,,,,,,,
OH,134,415,406-4158,no,no,0,,,,,,,,,,,,,,,
IN,96,415,383-4641,no,yes,23,,,,,,,,,,,,,,,
SC,107,415,368-5165,no,no,0,,,,,,,,,,,,,,,
KS,123,415,378-2432,no,no,0,,,,,,,,,,,,,,,
OK,35,415,362-4159,no,no,0,,,,,,,,,,,,,,,
WI,74,408,363-7979,no,no,0,,,,,,,,,,,,,,,
IN,130,408,334-9818,no,no,0,,,,,,,,,,,,,,,
IL,137,408,352-5787,yes,no,0,,,,,,,,,,,,,,,
TN,88,415,332-3617,no,no,0,,,,,,,,,,,,,,,
DC,80,408,327-9957,no,no,0,,,,,,,,,,,,,,,
NC,116,408,338-7527,no,yes,19,,,,,,,,,,,,,,,
RI,123,510,348-8711,no,yes,23,,,,,,,,,,,,,,,
MS,120,415,421-3226,no,no,0,,,,,,,,,,,,,,,
VA,146,415,391-4358,yes,no,0,,,,,,,,,,,,,,,
KY,106,510,379-2523,no,yes,9,,,,,,,,,,,,,,,
NV,121,408,419-2369,no,yes,44,,,,,,,,,,,,,,,
WI,137,510,382-1227,no,no,0,,,,,,,,,,,,,,,
NH,84,408,409-5749,no,yes,30,,,,,,,,,,,,,,,
NE,67,510,362-7951,no,yes,31,,,,,,,,,,,,,,,
WI,161,408,415-3537,no,no,0,,,,,,,,,,,,,,,
NJ,134,510,373-3959,no,yes,34,,,,,,,,,,,,,,,
ME,62,415,358-1346,yes,yes,32,,,,,,,,,,,,,,,
WY,120,415,381-8422,no,yes,24,,,,,,,,,,,,,,,
IN,130,408,360-9005,no,yes,30,,,,,,,,,,,,,,,
WI,20,408,344-5967,no,no,0,,,,,,,,,,,,,,,
VT,68,415,396-6390,no,no,0,,,,,,,,,,,,,,,
CA,112,415,346-5036,no,no,0,,,,,,,,,,,,,,,
IN,77,408,328-7252,no,no,0,,,,,,,,,,,,,,,
SC,109,415,360-1745,no,no,0,,,,,,,,,,,,,,,
IN,108,415,358-2046,no,no,0,,,,,,,,,,,,,,,
IA,79,415,344-6935,no,yes,17,,,,,,,,,,,,,,,
MD,119,408,401-9665,no,no,0,,,,,,,,,,,,,,,
MN,38,510,399-5291,no,no,0,,,,,,,,,,,,,,,
AR,109,415,409-6588,no,yes,29,,,,,,,,,,,,,,,
MS,78,415,358-5721,no,no,0,,,,,,,,,,,,,,,
MN,134,415,414-7446,no,no,0,,,,,,,,,,,,,,,
WA,47,415,329-9517,no,yes,27,,,,,,,,,,,,,,,
MS,59,408,415-9553,no,yes,27,,,,,,,,,,,,,,,
ID,151,415,413-3177,no,no,0,,,,,,,,,,,,,,,
NC,129,415,347-5113,no,no,0,,,,,,,,,,,,,,,
VA,107,510,330-2662,no,yes,27,,,,,,,,,,,,,,,
MT,137,408,330-5824,yes,no,0,,,,,,,,,,,,,,,
MI,76,510,411-1261,no,no,0,,,,,,,,,,,,,,,
HI,24,415,329-8788,no,no,0,,,,,,,,,,,,,,,
NC,169,408,333-7869,no,no,0,,,,,,,,,,,,,,,
MN,30,408,399-4800,no,no,0,,,,,,,,,,,,,,,
WV,70,415,402-2072,no,no,0,,,,,,,,,,,,,,,
SD,52,510,403-6187,yes,no,0,,,,,,,,,,,,,,,
HI,3,408,355-2872,no,no,0,,,,,,,,,,,,,,,
MS,38,415,386-2970,no,no,0,,,,,,,,,,,,,,,
NY,104,415,389-6081,no,no,0,,,,,,,,,,,,,,,
LA,27,408,348-7556,no,no,0,,,,,,,,,,,,,,,
KS,166,415,334-9163,yes,yes,28,,,,,,,,,,,,,,,
MA,13,408,411-4293,no,no,0,,,,,,,,,,,,,,,
AK,52,408,375-5562,no,no,0,,,,,,,,,,,,,,,
SD,114,415,386-3823,no,yes,25,,,,,,,,,,,,,,,
CO,156,408,364-6445,no,no,0,,,,,,,,,,,,,,,
NH,90,415,383-2251,no,yes,42,,,,,,,,,,,,,,,
WV,62,415,351-3169,no,no,0,,,,,,,,,,,,,,,
AZ,82,415,413-6380,no,yes,33,,,,,,,,,,,,,,,
ME,52,510,380-9674,no,no,0,,,,,,,,,,,,,,,
NH,146,510,345-2319,no,no,0,,,,,,,,,,,,,,,
RI,120,415,377-5441,no,yes,23,,,,,,,,,,,,,,,
ID,130,415,358-3692,no,no,0,,,,,,,,,,,,,,,
WI,90,408,400-5831,no,no,0,,,,,,,,,,,,,,,
NM,147,408,357-5995,yes,no,0,,,,,,,,,,,,,,,
WY,159,415,391-2159,no,no,0,,,,,,,,,,,,,,,
IL,74,510,398-5954,no,yes,27,,,,,,,,,,,,,,,
TX,130,408,385-6175,no,no,0,,,,,,,,,,,,,,,
RI,155,408,334-2961,yes,no,0,,,,,,,,,,,,,,,
MI,87,415,405-4303,no,no,0,,,,,,,,,,,,,,,
OR,81,415,406-4100,no,no,0,,,,,,,,,,,,,,,
VA,99,510,352-4401,no,no,0,,,,,,,,,,,,,,,
SD,131,510,347-1473,no,no,0,,,,,,,,,,,,,,,
AL,89,510,347-2016,no,no,0,,,,,,,,,,,,,,,
MS,123,415,388-8948,yes,no,0,,,,,,,,,,,,,,,
MS,130,510,402-5509,no,yes,26,,,,,,,,,,,,,,,
HI,99,415,367-2598,no,no,0,,,,,,,,,,,,,,,
WV,36,408,370-5001,no,no,0,,,,,,,,,,,,,,,
WV,87,415,332-3693,no,no,0,,,,,,,,,,,,,,,
WV,139,415,403-9766,no,no,0,,,,,,,,,,,,,,,
IN,189,510,363-2407,no,no,0,,,,,,,,,,,,,,,
NM,96,415,395-9214,no,yes,33,,,,,,,,,,,,,,,
DE,112,408,351-8894,no,no,0,,,,,,,,,,,,,,,
NC,75,408,406-5003,no,no,0,,,,,,,,,,,,,,,
NM,178,415,398-1332,no,yes,35,,,,,,,,,,,,,,,
SC,112,415,363-8033,no,no,0,,,,,,,,,,,,,,,
NJ,108,415,333-1012,no,yes,41,,,,,,,,,,,,,,,
AZ,100,510,391-6260,no,no,0,,,,,,,,,,,,,,,
RI,121,510,336-1353,no,yes,20,,,,,,,,,,,,,,,
SD,116,415,365-5629,no,no,0,,,,,,,,,,,,,,,
NH,161,415,349-4397,no,no,0,,,,,,,,,,,,,,,
AL,19,415,380-3910,yes,no,0,,,,,,,,,,,,,,,
WV,104,415,354-7820,no,no,0,,,,,,,,,,,,,,,
ID,119,415,338-9952,yes,yes,32,,,,,,,,,,,,,,,
MD,125,415,405-1821,no,no,0,,,,,,,,,,,,,,,
IN,156,510,329-8669,no,no,0,,,,,,,,,,,,,,,
WY,109,415,328-8808,no,no,0,,,,,,,,,,,,,,,
NH,95,510,409-3018,no,no,0,,,,,,,,,,,,,,,
MN,90,408,421-5994,no,no,0,,,,,,,,,,,,,,,
MA,105,415,354-4448,no,yes,21,,,,,,,,,,,,,,,
NH,101,510,352-5081,no,no,0,,,,,,,,,,,,,,,
MN,95,415,401-7803,no,no,0,,,,,,,,,,,,,,,
IA,123,415,420-6052,no,no,0,,,,,,,,,,,,,,,
NY,160,408,352-6084,no,no,0,,,,,,,,,,,,,,,
AL,141,510,388-8583,no,yes,28,,,,,,,,,,,,,,,
WV,87,415,415-3158,no,no,0,,,,,,,,,,,,,,,
NM,81,415,402-9304,no,no,0,,,,,,,,,,,,,,,
CA,75,415,341-1916,no,yes,19,,,,,,,,,,,,,,,
MA,126,408,381-2745,no,yes,24,,,,,,,,,,,,,,,
ME,28,415,402-5014,no,no,0,,,,,,,,,,,,,,,
FL,153,415,399-8846,no,no,0,,,,,,,,,,,,,,,
NH,97,408,328-9267,no,yes,32,,,,,,,,,,,,,,,
IN,115,408,348-7224,no,no,0,,,,,,,,,,,,,,,
WI,95,408,336-2190,no,no,0,,,,,,,,,,,,,,,
MA,17,415,376-4705,yes,no,0,,,,,,,,,,,,,,,
NH,105,415,381-4076,no,yes,20,,,,,,,,,,,,,,,
TX,121,415,348-8464,no,no,0,,,,,,,,,,,,,,,
NC,125,408,412-7020,no,no,0,,,,,,,,,,,,,,,
CT,124,415,386-8432,no,no,0,,,,,,,,,,,,,,,
NJ,35,408,337-1802,no,no,0,,,,,,,,,,,,,,,
WY,134,510,366-1084,no,no,0,,,,,,,,,,,,,,,
LA,123,510,352-4182,no,yes,32,,,,,,,,,,,,,,,
NV,124,415,368-5628,no,no,0,,,,,,,,,,,,,,,
WV,133,510,333-8996,no,no,0,,,,,,,,,,,,,,,
AR,185,415,353-2557,no,yes,19,,,,,,,,,,,,,,,
SC,1,415,356-8621,no,yes,26,,,,,,,,,,,,,,,
KS,107,415,354-6942,no,no,0,,,,,,,,,,,,,,,
NY,91,415,377-9829,no,yes,20,,,,,,,,,,,,,,,
MI,178,408,348-4660,yes,no,0,,,,,,,,,,,,,,,
MA,123,415,410-5199,no,no,0,,,,,,,,,,,,,,,
UT,170,415,397-6542,no,no,0,,,,,,,,,,,,,,,
HI,135,415,333-4492,no,no,0,,,,,,,,,,,,,,,
PA,85,408,405-9573,no,no,0,,,,,,,,,,,,,,,
OR,134,415,359-7255,no,yes,50,,,,,,,,,,,,,,,
TN,148,415,419-5501,no,yes,36,,,,,,,,,,,,,,,
CT,93,415,404-4809,no,no,0,,,,,,,,,,,,,,,
AZ,138,415,344-6334,no,no,0,,,,,,,,,,,,,,,
OR,159,510,400-1899,no,no,0,,,,,,,,,,,,,,,
DE,103,415,346-5053,no,yes,34,,,,,,,,,,,,,,,
MA,150,408,398-2148,no,yes,27,,,,,,,,,,,,,,,
CT,37,408,347-7675,no,no,0,,,,,,,,,,,,,,,
AR,33,415,411-8956,yes,no,0,,,,,,,,,,,,,,,
SD,55,415,390-3761,no,no,0,,,,,,,,,,,,,,,
CT,134,408,377-3876,no,yes,32,,,,,,,,,,,,,,,
CT,107,408,345-2476,no,no,0,,,,,,,,,,,,,,,
MA,80,408,337-7879,no,yes,36,,,,,,,,,,,,,,,
